표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7382480002","382480","지아이텍","지아이텍","G.I.Tech Co.,Ltd.","2021/10/21","KOSDAQ","주권","벤처기업부","보통주","100","39357140"
"KR7382800001","382800","지앤비에스 에코","지앤비에스 에코","GnBS eco","2021/10/29","KOSDAQ","주권","우량기업부","보통주","500","31831041"
"KR7051160000","051160","지어소프트","지어소프트","GAEASOFT","2002/05/28","KOSDAQ","주권","중견기업부","보통주","500","15474430"
"KR7053050001","053050","지에스이","지에스이","GSE Co., Ltd.","2001/10/11","KOSDAQ","주권","우량기업부","보통주","500","29987597"
"KR7130500002","130500","지에이치신소재","GH신소재","GH Advanced Materials Inc.","2013/08/02","KOSDAQ","주권","우량기업부","보통주","500","14545052"
"KR7388610008","388610","지에프씨생명과학","지에프씨생명과학","GFC Life Science Co., Ltd.","2025/06/30","KOSDAQ","주권","기술성장기업부","보통주","500","5303709"
"KR7493330005","493330","지에프아이","지에프아이","GFI Co., Ltd","2026/01/14","KOSDAQ","주권","벤처기업부","보통주","100","7682146"
"KR7119850006","119850","지엔씨에너지","지엔씨에너지","GnCenergy Co., Ltd.","2013/10/02","KOSDAQ","주권","우량기업부","보통주","500","16448909"
"KR7065060006","065060","지엔코","지엔코","Great New wave Coming Co., Ltd.","2002/05/28","KOSDAQ","주권","중견기업부","보통주","500","23800804"
"KR7204840003","204840","지엘팜텍","지엘팜텍","GL Pharm Tech Corp.","2014/11/20","KOSDAQ","주권","기술성장기업부","보통주","100","77549006"
"KR7311320006","311320","지오엘리먼트","지오엘리먼트","GO Element Co., Ltd.","2021/11/11","KOSDAQ","주권","기술성장기업부","보통주","500","12614560"
"KR7456160001","456160","지투지바이오","지투지바이오","G2GBIO, Inc.","2025/08/14","KOSDAQ","주권","기술성장기업부","보통주","500","16545359"
"KR7388050007","388050","지투파워","지투파워","G2Power Co.Ltd","2022/04/01","KOSDAQ","주권","벤처기업부","보통주","500","18709437"
"KR7018120006","018120","진로발효","진로발효","JinroDistillers","1993/12/29","KOSDAQ","주권","우량기업부","보통주","500","6621120"
"KR7109820001","109820","진매트릭스","진매트릭스","GENEMATRIX INC.","2009/11/06","KOSDAQ","주권","기술성장기업부","보통주","500","20393640"
"KR7086060001","086060","진바이오텍","진바이오텍","Gene Bio Tech Co., Ltd.","2006/04/28","KOSDAQ","주권","중견기업부","보통주","500","8610587"
"KR7036890002","036890","진성티이씨","진성티이씨","JINSUNG T.E.C.","2000/07/20","KOSDAQ","주권","우량기업부","보통주","500","22032623"
"KR7363250002","363250","진시스템","진시스템","Genesystem Co., Ltd","2021/05/26","KOSDAQ","주권","기술성장기업부","보통주","500","7793244"
"KR7007370000","007370","진양제약","진양제약","JIN YANG PHARMACETICAL. CO., LTD","2000/07/27","KOSDAQ","주권","우량기업부","보통주","500","14134587"
"KR7285800009","285800","진영","진영","JINYOUNG CO., LTD","2023/06/01","KOSDAQ","주권","벤처기업부","보통주","100","17477270"
"KR7085660009","085660","차바이오텍","차바이오텍","Chabiotech Co.,Ltd.","2005/12/27","KOSDAQ","주권","중견기업부","보통주","500","92959724"
"KR7261780001","261780","차백신연구소","차백신연구소","CHA Vaccine Research Institute","2021/10/22","KOSDAQ","주권","기술성장기업부","보통주","500","26865246"
"KYG2115T1076","900250","차이나크리스탈신소재홀딩스","크리스탈신소재","China Crystal New Material Holdings Co., Ltd.","2016/01/28","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","0.5","143260004"
"KR7351870001","351870","차이커뮤니케이션","차이커뮤니케이션","Chai Communication Co., LTD.","2024/09/27","KOSDAQ","주권","중견기업부","보통주","500","11160642"
"KR7094850005","094850","참좋은여행","참좋은여행","Very Good Tour Co.,Ltd.","2007/04/30","KOSDAQ","주권","벤처기업부","보통주","500","14000000"
"KR7004650008","004650","창해에탄올","창해에탄올","Changhae Ethanol Co., Ltd.","2014/07/30","KOSDAQ","주권","중견기업부","보통주","500","9190885"
"KR7278280003","278280","천보","천보","Chunbo Co., Ltd.","2019/02/11","KOSDAQ","주권","중견기업부","보통주","500","12025198"
"KR7362320004","362320","청담글로벌","청담글로벌","CHUNGDAMGLOBAL Co., Ltd.","2022/06/03","KOSDAQ","주권","중견기업부","보통주","500","21151290"
"KR7066360009","066360","체리부로","체리부로","Cherrybro Co.,Ltd","2017/12/04","KOSDAQ","주권","우량기업부","보통주","500","47952015"
"KR7047820006","047820","초록뱀미디어","초록뱀미디어","CHOROKBAEM MEDIA CO.,LTD.","2002/12/24","KOSDAQ","주권","중견기업부","보통주","5000","24453930"
"KR7094360005","094360","칩스앤미디어","칩스앤미디어","Chips&Media, Inc.","2015/08/05","KOSDAQ","주권","벤처기업부","보통주","500","21334174"
"KR70082N0008","0082N0","카나프테라퓨틱스","카나프테라퓨틱스","Kanaph Therapeutics Inc.","2026/03/16","KOSDAQ","주권","기술성장기업부","보통주","500","13092930"
"KR7016920001","016920","카스","카스","Cas","1990/01/04","KOSDAQ","주권","중견기업부","보통주","500","26493538"
"KR7284620002","284620","카이노스메드","카이노스메드","KAINOS MEDICINE, INC.","2018/06/08","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","33086953"
"KR7293490009","293490","카카오게임즈","카카오게임즈","Kakao Games Corp.","2020/09/10","KOSDAQ GLOBAL","주권","중견기업부","보통주","100","89786911"
"KR7140430000","140430","카티스","카티스","CATIS INC.","2024/05/03","KOSDAQ","주권","벤처기업부","보통주","100","53447539"
"KR7042000000","042000","카페24","카페24","Cafe24 Corp.","2018/02/08","KOSDAQ","주권","기술성장기업부","보통주","500","24253054"
"KR7313760001","313760","캐리","캐리","CARRY","2019/07/25","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","11207186"
"KR7317530004","317530","캐리소프트","캐리소프트","CARRIESOFT Co., Ltd.","2019/10/29","KOSDAQ","주권","기술성장기업부","보통주","500","17494882"
"KR7071850002","071850","캐스텍코리아","캐스텍코리아","CASTEC KOREA CO.,LTD","2014/05/27","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","24260938"
"KR7198080004","198080","캐프","캐프","CAP","2020/03/16","KOSDAQ","주권","우량기업부","보통주","500","21535185"
"KR7210120002","210120","캔버스엔","캔버스엔","CANVAS N","2023/08/17","KOSDAQ","주권","중견기업부","보통주","200","24237478"
"KR7050110006","050110","캠시스","캠시스","CammSys Corp.","2001/05/17","KOSDAQ","주권","중견기업부","보통주","500","14764823"
"KR7452300007","452300","캡스톤파트너스","캡스톤파트너스","Capstone Partners Co., Ltd.","2023/11/15","KOSDAQ","주권","중견기업부","보통주","200","14169505"
"KR7451760003","451760","컨텍","컨텍","CONTEC Co.,Ltd","2023/11/09","KOSDAQ","주권","기술성장기업부","보통주","500","15784731"
"HK0000341732","900310","컬러레이홀딩스","컬러레이","Coloray International Investment Co., Limited","2017/08/10","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","무액면","64041675"
"KR7078340007","078340","컴투스","컴투스","Com2uS Corporation","2007/07/06","KOSDAQ GLOBAL","주권","중견기업부","보통주","500","12091313"
"KR7063080006","063080","컴투스홀딩스","컴투스홀딩스","Com2uS Holdings","2009/07/30","KOSDAQ","주권","중견기업부","보통주","500","6595192"
"KR7307930008","307930","컴퍼니케이파트너스","컴퍼니케이","COMPANY K PARTNERS LIMITED","2019/05/23","KOSDAQ","주권","중견기업부","보통주","500","15610000"
"KR7079190005","079190","케스피온","케스피온","KESPION","2005/11/29","KOSDAQ","주권","벤처기업부","보통주","500","38355514"
"KR7263700007","263700","케어랩스","케어랩스","Carelabs Co.,Ltd","2018/03/28","KOSDAQ","주권","중견기업부","보통주","500","19414200"
"KR7214370009","214370","케어젠","케어젠","Caregen Co.,LTD.","2015/11/17","KOSDAQ","주권","벤처기업부","보통주","100","53715000"
"KR7221980006","221980","케이디켐","케이디켐","KDCHEM CO., LTD.","2015/11/19","KOSDAQ","주권","우량기업부","보통주","500","4034800"
"KR7038530002","038530","케이바이오","케이바이오","KBIO COMPANY","2000/06/09","KOSDAQ","주권","중견기업부","보통주","100","115714347"
"KR7024840001","024840","케이비아이메탈","KBI메탈","KBI METAL CO., LTD.","1994/12/29","KOSDAQ","주권","중견기업부","보통주","500","34909199"
"KR7464680008","464680","케이비제27호기업인수목적","KB제27호스팩","KB No.27 Special Purpose Acquisition Company","2023/11/03","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","12905000"
"KR7478390008","478390","케이비제29호기업인수목적","KB제29호스팩","KB No.29 Special Purpose Acquisition Company","2024/06/21","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6220000"
"KR7486630007","486630","케이비제30호기업인수목적","KB제30호스팩","KB No.30 Special Purpose Acquisition Company","2024/09/25","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5310000"
"KR7492220009","492220","케이비제31호기업인수목적","KB제31호스팩","KB No.31 Special Purpose Acquisition Company","2024/12/12","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6210000"
"KR70037T0008","0037T0","케이비제32호기업인수목적","KB제32호스팩","KB No.32 Special Purpose Acquisition Company","2025/07/04","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6330000"
"KR70072Z0006","0072Z0","케이비제33호기업인수목적","KB제33호스팩","KB No.33 Special Purpose Acquisition Company","2025/09/30","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","7885000"
"KR7318000007","318000","케이비지","KBG","KBG","2019/08/01","KOSDAQ","주권","벤처기업부","보통주","200","8740223"
"KR7192250009","192250","케이사인","케이사인","KSIGN CO., Ltd.","2014/04/28","KOSDAQ","주권","벤처기업부","보통주","1000","7067125"
"KR7431190008","431190","케이쓰리아이","케이쓰리아이","K3I. Co., Ltd.","2024/08/20","KOSDAQ","주권","기술성장기업부","보통주","500","7486442"
"KR7021320007","021320","케이씨씨건설","KCC건설","KCC ENGINEERING & CONSTRUCTION CO., LTD.","2001/08/21","KOSDAQ","주권","우량기업부","보통주","5000","21400000"
"KR7115500001","115500","케이씨에스","케이씨에스","Korea Computer & Systems Inc.","2010/04/14","KOSDAQ","주권","중견기업부","보통주","500","12000000"
"KR7089150007","089150","케이씨티","케이씨티","Korea Computer Terminal Inc.","2006/12/13","KOSDAQ","주권","중견기업부","보통주","500","17150000"
"KR7025880006","025880","케이씨피드","케이씨피드","KC FEED CO., LTD.","1995/07/07","KOSDAQ","주권","우량기업부","보통주","500","16715858"
"KR7093320000","093320","케이아이엔엑스","케이아이엔엑스","KINX, Inc.","2011/02/08","KOSDAQ","주권","우량기업부","보통주","500","4880000"
"KR7093640001","093640","케이알엠","케이알엠","Korea Robot Manufacturing","2007/10/19","KOSDAQ","주권","중견기업부","보통주","500","32640980"
"KR7101000008","101000","케이에스인더스트리","KS인더스트리","KS Industry","2009/11/06","KOSDAQ","주권","중견기업부","보통주","500","39641948"
"KR7073010001","073010","케이에스피","케이에스피","KSP CO., LTD","2004/12/17","KOSDAQ","주권","우량기업부","보통주","500","40191250"
"KR7060720000","060720","케이에이치바텍","KH바텍","KH VATEC Co., LTD","2002/05/21","KOSDAQ","주권","벤처기업부","보통주","500","23677442"
"KR7122450000","122450","케이엑스이노베이션","KX","KX Innovation","2011/05/25","KOSDAQ","주권","중견기업부","보통주","500","44819834"
"KR7052900008","052900","케이엑스하이텍","KX하이텍","KX HITECH","2005/01/18","KOSDAQ","주권","우량기업부","보통주","500","69481232"
"KR7105330005","105330","케이엔더블유","케이엔더블유","KNW Co., Ltd.","2009/09/29","KOSDAQ","주권","중견기업부","보통주","500","16060028"
"KR7053080008","053080","케이엔솔","케이엔솔","K-ENSOL","2020/09/24","KOSDAQ","주권","우량기업부","보통주","500","12999807"
"KR7199430000","199430","케이엔알시스템","케이엔알시스템","KNR SYSTEMS Inc.","2024/03/07","KOSDAQ","주권","기술성장기업부","보통주","100","11144043"
"KR7432470003","432470","케이엔에스","케이엔에스","KNS CO., LTD","2023/12/06","KOSDAQ","주권","벤처기업부","보통주","100","8771556"
"KR7058400003","058400","케이엔엔","KNN","KOREA NEW NETWORK CORPORATION","2010/11/03","KOSDAQ","주권","우량기업부","보통주","500","132429720"
"KR7272110008","272110","케이엔제이","케이엔제이","KnJ Co., Ltd.","2019/10/25","KOSDAQ","주권","우량기업부","보통주","500","8025395"
"KR7039420005","039420","케이엘넷","케이엘넷","KL-Net Corp.","2002/03/12","KOSDAQ","주권","중견기업부","보통주","500","22946994"
"KR7083550004","083550","케이엠","케이엠","KM CORPORATION","2005/12/20","KOSDAQ","주권","중견기업부","보통주","500","12950887"
"KR7032500001","032500","케이엠더블유","케이엠더블유","KMW CO. LTD","2000/03/21","KOSDAQ","주권","중견기업부","보통주","500","41491995"
"KR7225430008","225430","케이엠제약","케이엠제약","KMPHARMACEUTICAL Co.,Ltd.","2015/10/08","KOSDAQ","주권","벤처기업부","보통주","100","27887050"
"KR7102370004","102370","케이옥션","케이옥션","K Auction Inc.","2022/01/24","KOSDAQ","주권","기술성장기업부","보통주","500","27229210"
"KR7068100007","068100","케이웨더","케이웨더","Kweather Co., Ltd.","2024/02/22","KOSDAQ","주권","기술성장기업부","보통주","500","11927536"
"KR7106080005","106080","케이이엠텍","케이이엠텍","KEM Tech","2010/02/09","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","1000","28809088"
"KR7036560001","036560","케이젯정밀","KZ정밀","KZ Precision Corporation","1999/12/28","KOSDAQ","주권","우량기업부","보통주","500","15750000"
"KR7046440004","046440","케이지모빌리언스","KG모빌리언스","KGMobilians Co., Ltd.","2004/12/14","KOSDAQ","주권","우량기업부","보통주","500","38010802"
"KR7455180000","455180","케이지에이","케이지에이","KGA CO., LTD","2025/06/17","KOSDAQ","주권","벤처기업부","보통주","500","13958316"
"KR7151860004","151860","케이지에코솔루션","KG에코솔루션","KG Eco Solution","2013/07/24","KOSDAQ","주권","우량기업부","보통주","500","47603002"
"KR7035600006","035600","케이지이니시스","KG이니시스","KGINICIS CO.,LTD.","2002/11/22","KOSDAQ","주권","우량기업부","보통주","500","27554434"
"KR7089600001","089600","케이티나스미디어","KT나스미디어","kt nasmedia","2013/07/17","KOSDAQ","주권","우량기업부","보통주","500","11568163"
"KR7418470001","418470","케이티밀리의서재","KT밀리의서재","kt millie seojae","2023/09/27","KOSDAQ","주권","중견기업부","보통주","500","8565789"
"KR7036030005","036030","케이티알파","케이티알파","kt alpha","1999/12/24","KOSDAQ","주권","우량기업부","보통주","1000","49019283"
"KR7043610005","043610","케이티지니뮤직","KT지니뮤직","KT GENIE MUSIC","2000/07/20","KOSDAQ","주권","우량기업부","보통주","500","58115438"
"KR7064820004","064820","케이프","케이프","CAPE INDUSTRIES LTD.","2007/05/29","KOSDAQ","주권","우량기업부","보통주","500","30901728"
"KR7024880007","024880","케이피에프","케이피에프","KPF","1994/12/29","KOSDAQ","주권","우량기업부","보통주","500","20162754"
"KR7042040006","042040","케이피엠테크","케이피엠테크","KPM TECH CO., LTD.","2003/01/07","KOSDAQ","주권","중견기업부","보통주","100","195145574"
"KR7054410006","054410","케이피티유","케이피티유","Korea Plasma Technology U Co.,Ltd","2002/04/25","KOSDAQ","주권","중견기업부","보통주","500","5726444"
"KR7258610005","258610","케일럼","케일럼","CAELUM","2017/08/22","KOSDAQ","주권","중견기업부","보통주","500","36485063"
"KR7274090000","274090","켄코아에어로스페이스","켄코아에어로스페이스","Kencoa Aerospace Corporation","2020/03/03","KOSDAQ","주권","기술성장기업부","보통주","500","13723203"
"KR7089010003","089010","켐트로닉스","켐트로닉스","CHEMTRONICS Co., Ltd.","2007/01/17","KOSDAQ","주권","우량기업부","보통주","500","16339323"
"KR7220260004","220260","켐트로스","켐트로스","Chemtros Co., Ltd.","2015/07/27","KOSDAQ","주권","우량기업부","보통주","100","32072055"
"KR7052400009","052400","코나아이","코나아이","KONA I CO.,LTD.","2001/10/18","KOSDAQ","주권","우량기업부","보통주","500","14563291"
"KR7402030001","402030","코난테크놀로지","코난테크놀로지","KONAN TECHNOLOGY INCORPORATION","2022/07/07","KOSDAQ","주권","기술성장기업부","보통주","500","12517488"
"KR7391710001","391710","코닉오토메이션","코닉오토메이션","Kornic Automation","2021/10/15","KOSDAQ","주권","벤처기업부","보통주","100","42620470"
"KR7046070009","046070","코다코","코다코","KODACO CO., LTD","2000/12/26","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","15486089"
"KR7047770003","047770","코데즈컴바인","코데즈컴바인","Codes Combine Co.,Ltd.","2001/09/18","KOSDAQ","주권","중견기업부","보통주","500","37842602"
"KR7080530009","080530","코디","코디","KODI Co.,LTD.","2010/01/05","KOSDAQ","주권","중견기업부","보통주","500","55510875"
"KR7104540000","104540","코렌텍","코렌텍","Corentec Co., Ltd.","2013/03/05","KOSDAQ","주권","기술성장기업부","보통주","500","12785740"
"KR7027050004","027050","코리아나화장품","코리아나","COREANA COSMETICS CO.,LTD","1999/12/10","KOSDAQ","주권","중견기업부","보통주","500","40000000"
"KR7190650002","190650","코리아에셋투자증권","코리아에셋투자증권","KOREA ASSET INVESTMENT SECURITIES CO.,LTD.","2019/11/20","KOSDAQ","주권","우량기업부","보통주","5000","6388000"
"KR7123410003","123410","코리아에프티","코리아에프티","KOREA FUEL-TECH CORPORATION","2010/08/27","KOSDAQ","주권","우량기업부","보통주","100","27841064"
"KR7036690006","036690","코맥스","코맥스","COMMAX Co.,Ltd.","2000/01/18","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","43567455"
"KR7049430002","049430","코메론","코메론","KOMELON CORPORATION","2001/01/16","KOSDAQ","주권","우량기업부","보통주","500","9048000"
"KR7183300003","183300","코미코","코미코","KoMiCo Ltd.","2017/03/23","KOSDAQ GLOBAL","주권","우량기업부","보통주","500","10460684"
"KR7041960006","041960","코미팜","코미팜","KOMIPHARM INTERNATIONAL CO., LTD.","2001/10/30","KOSDAQ","주권","벤처기업부","보통주","100","73886495"
"KR7089890008","089890","코세스","코세스","KOSES Co.,Ltd","2006/11/08","KOSDAQ","주권","우량기업부","보통주","500","16584962"
"KR7360350003","360350","코셈","코셈","COXEM CO.,LTD","2024/02/23","KOSDAQ","주권","기술성장기업부","보통주","500","5727970"
"KR7082660002","082660","코스나인","코스나인","Cosnine Co., Ltd","2005/10/05","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","99640869"
"KR7222040008","222040","코스맥스엔비티","코스맥스엔비티","COSMAX NBT, INC.","2015/12/16","KOSDAQ","주권","중견기업부","보통주","500","20628000"
"KR7241710003","241710","코스메카코리아","코스메카코리아","COSMECCA KOREA CO.,LTD.","2016/10/28","KOSDAQ","주권","우량기업부","보통주","500","10680000"
"KR7355150004","355150","코스텍시스","코스텍시스","KOSTECSYS","2020/09/18","KOSDAQ","주권","벤처기업부","보통주","500","7797350"
"KR7166480004","166480","코아스템켐온","코아스템켐온","CORESTEMCHEMON","2015/06/26","KOSDAQ","주권","벤처기업부","보통주","500","52870376"
"KR7045970001","045970","코아시아","코아시아","CoAsia Corporation","2000/08/03","KOSDAQ","주권","중견기업부","보통주","500","26314876"
"KR7196450001","196450","코아시아씨엠","코아시아씨엠","CoAsia CM","2014/06/02","KOSDAQ","주권","중견기업부","보통주","1000","45319582"
"KR7384470001","384470","코어라인소프트","코어라인소프트","Coreline Soft Co., Ltd.","2023/09/18","KOSDAQ","주권","기술성장기업부","보통주","500","17946692"
"KR7102940004","102940","코오롱생명과학","코오롱생명과학","KOLON LIFE SCIENCE Inc.","2009/04/07","KOSDAQ","주권","중견기업부","보통주","500","13090603"
"KR8840120008","950160","코오롱티슈진","코오롱티슈진","Kolon TissueGene, Inc.","2017/11/06","KOSDAQ","주식예탁증권","외국기업(소속부없음)","보통주","0","84145850"
"KR7056360001","056360","코위버","코위버","COWEAVER Co.,Ltd.","2001/12/04","KOSDAQ","주권","벤처기업부","보통주","500","9796800"
"KR7282880004","282880","코윈테크","코윈테크","COWINTECH Co., Ltd","2019/08/05","KOSDAQ","주권","우량기업부","보통주","500","11469370"
"KR7121850002","121850","코이즈","코이즈","KOYJ.CO.,LTD","2012/09/27","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","5056999"
"KR7448710004","448710","코츠테크놀로지","코츠테크놀로지","COTS Technology Co., Ltd.","2023/08/10","KOSDAQ","주권","벤처기업부","보통주","100","5285292"
"KR7126730001","126730","코칩","코칩","KORCHIP CORPORATION","2024/05/07","KOSDAQ","주권","벤처기업부","보통주","500","8770126"
"KR7015710007","015710","코콤","코콤","KOCOM CO., LTD","1997/09/30","KOSDAQ","주권","중견기업부","보통주","500","17530500"
"KR7052330008","052330","코텍","코텍","KORTEK CORPORATION","2001/07/10","KOSDAQ","주권","우량기업부","보통주","500","17761589"
"KR7322780008","322780","코퍼스코리아","코퍼스코리아","COPUS KOREA Co., Ltd.","2019/05/31","KOSDAQ","주권","중견기업부","보통주","100","44657986"
"KR7200130003","200130","콜마비앤에이치","콜마비앤에이치","KolmarBNH Co., Ltd","2014/07/23","KOSDAQ GLOBAL","주권","우량기업부","보통주","500","29415558"
"KR7294570007","294570","쿠콘","쿠콘","coocon Corporation","2021/04/28","KOSDAQ","주권","우량기업부","보통주","500","10091732"
"KR7464490002","464490","쿼드메디슨","쿼드메디슨","QuadMedicine Inc.","2025/12/12","KOSDAQ","주권","기술성장기업부","보통주","500","11482113"
"KR7317690006","317690","퀀타매트릭스","퀀타매트릭스","QuantaMatrix Incorporated","2020/12/09","KOSDAQ","주권","기술성장기업부","보통주","500","20135029"
"KR7432720001","432720","퀄리타스반도체","퀄리타스반도체","QUALITAS SEMICONDUCTOR CO., LTD.","2023/10/27","KOSDAQ","주권","기술성장기업부","보통주","500","14156612"
"KR7365270008","365270","큐라클","큐라클","curacle co., ltd.","2021/07/22","KOSDAQ","주권","기술성장기업부","보통주","500","21924566"
"KR7060280005","060280","큐렉소","큐렉소","CUREXO, INC.","2002/07/03","KOSDAQ","주권","중견기업부","보통주","500","41259790"
"KR7372320002","372320","큐로셀","큐로셀","Curocell Inc.","2023/11/09","KOSDAQ","주권","기술성장기업부","보통주","500","15039066"
"KR7051780005","051780","큐로홀딩스","큐로홀딩스","CUROHOLDINGS Co., Ltd.","2001/06/26","KOSDAQ","주권","중견기업부","보통주","500","25811245"
"KR7115180002","115180","큐리언트","큐리언트","Qurient Co., Ltd.","2016/02/29","KOSDAQ","주권","벤처기업부","보통주","500","37242487"
"KR7494120009","494120","큐리오시스","큐리오시스","Curiosis Inc.","2025/11/13","KOSDAQ","주권","기술성장기업부","보통주","500","7616482"
"KR7445680002","445680","큐리옥스바이오시스템즈","큐리옥스바이오시스템즈","Curiox Biosystems Co., Ltd.","2023/08/10","KOSDAQ","주권","기술성장기업부","보통주","500","17119833"
"KR7182360008","182360","큐브엔터테인먼트","큐브엔터","CUBE ENTERTAINMENT, INC.","2013/11/21","KOSDAQ","주권","우량기업부","보통주","500","15549849"
"KR7405100009","405100","큐알티","큐알티","Quality Reliability Technology Inc.","2022/11/02","KOSDAQ","주권","우량기업부","보통주","500","12289301"
"KR7066310004","066310","큐에스아이","큐에스아이","Q.S.I Co., Ltd.","2006/11/24","KOSDAQ","주권","벤처기업부","보통주","500","9271621"
"KR7016600009","016600","큐캐피탈파트너스","큐캐피탈","Q Capital Partners Co., Ltd.","1993/06/21","KOSDAQ","주권","벤처기업부","보통주","500","178247112"
"KR7355390006","355390","크라우드웍스","크라우드웍스","CrowdWorks, Inc.","2023/08/31","KOSDAQ","주권","기술성장기업부","보통주","500","15577079"
"KR7096240007","096240","크레버스","크레버스","Creverse","2008/06/27","KOSDAQ","주권","우량기업부","보통주","500","10738180"
"KR7040350001","040350","크레오에스지","크레오에스지","CreoSG","2002/01/10","KOSDAQ","주권","중견기업부","보통주","500","97602661"
"KR7110790003","110790","크리스에프앤씨","크리스에프앤씨","CreaS F&C Co., Ltd.","2018/10/01","KOSDAQ","주권","우량기업부","보통주","500","23430960"
"KR7045520004","045520","크린앤사이언스","크린앤사이언스","Clean & Science Co., Ltd","2000/12/05","KOSDAQ","주권","중견기업부","보통주","500","6500000"
"KR7214150005","214150","클래시스","클래시스","CLASSYS Inc.","2015/04/03","KOSDAQ GLOBAL","주권","우량기업부","보통주","100","65235659"
"KR7466100005","466100","클로봇","클로봇","CLOBOT Co., Ltd","2024/10/28","KOSDAQ","주권","기술성장기업부","보통주","500","24992139"
"KR7237880000","237880","클리오","클리오","CLIO Cosmetics Co., Ltd","2016/11/09","KOSDAQ","주권","우량기업부","보통주","500","18071353"
"KR7139670004","139670","키네마스터","키네마스터","KineMaster Corporation","2011/12/02","KOSDAQ","주권","중견기업부","보통주","500","14118810"
"KR7475430005","475430","키스트론","키스트론","KISTRON Co., Ltd.","2025/06/02","KOSDAQ","주권","중견기업부","보통주","500","17848110"
"KR7487720005","487720","키움제10호기업인수목적","키움제10호스팩","Kiwoom No.10 Special Purpose Acquisition Company","2024/12/20","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4230000"
"KR7489480004","489480","키움제11호기업인수목적","키움제11호스팩","Kiwoom No.11 Special Purpose Acquisition Company","2024/12/11","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6600000"
"KR7466690005","466690","키움히어로제1호기업인수목적","키움히어로제1호스팩","Kiwoom Hero No.1 Special Purpose Acquisition Company","2025/12/12","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5095000"
"KR7054780002","054780","키이스트","키이스트","KEYEAST Co., Ltd.","2003/11/14","KOSDAQ","주권","중견기업부","보통주","500","19657793"
"KR7256940008","256940","킵스바이오파마","킵스파마","Keeps Biopharma","2017/09/06","KOSDAQ","주권","벤처기업부","보통주","500","20078147"
"KR7219130002","219130","타이거일렉","타이거일렉","TigerElec Co.,Ltd.","2015/09/25","KOSDAQ","주권","중견기업부","보통주","500","6314290"
"KR7336680004","336680","탑런토탈솔루션","탑런토탈솔루션","TOP RUN TOTAL SOLUTION CO.,LTD","2024/11/01","KOSDAQ","주권","중견기업부","보통주","500","39145558"
"KR7360070007","360070","탑머티리얼","탑머티리얼","TOP MATERIAL Co.,Ltd","2022/10/18","KOSDAQ","주권","우량기업부","보통주","500","8181043"
"KR7065130007","065130","탑엔지니어링","탑엔지니어링","Top Engineering Company Limited","2003/01/29","KOSDAQ","주권","중견기업부","보통주","500","16004000"
"KR7134580000","134580","탑코미디어","탑코미디어","Topco Media","2013/11/26","KOSDAQ","주권","중견기업부","보통주","500","49294149"
"KR7023160005","023160","태광","태광","T. K. CORPORATION","1994/09/07","KOSDAQ","주권","우량기업부","보통주","500","25867242"
"KR7323280008","323280","태성","태성","TAESUNG","2019/06/24","KOSDAQ","주권","중견기업부","보통주","100","30537980"
"KR7053620001","053620","태양","태양","TAEYANG Corporation","2001/08/07","KOSDAQ","주권","우량기업부","보통주","500","8600000"
"KR7044490001","044490","태웅","태웅","TAEWOONG CO., LTD.","2001/11/08","KOSDAQ","주권","우량기업부","보통주","500","20007381"
"KR7124560004","124560","태웅로직스","태웅로직스","Taewoong Logistics Co., Ltd.","2019/12/10","KOSDAQ","주권","우량기업부","보통주","100","38720811"
"KR7191420009","191420","테고사이언스","테고사이언스","Tego Science, Inc.","2014/11/06","KOSDAQ","주권","벤처기업부","보통주","500","8108834"
"KR8826050005","950250","테라뷰홀딩스","테라뷰","TERAVIEW HOLDINGS PLC","2025/12/09","KOSDAQ","주식예탁증권","기술성장기업부","보통주","0","35517731"
"KR7073640005","073640","테라사이언스","테라사이언스","TERA SCIENCE Co.,LTD","2004/01/06","KOSDAQ","주권","관리종목(소속부없음)","보통주","100","106378770"
"KR7066700006","066700","테라젠이텍스","테라젠이텍스","THERAGEN ETEX CO.,LTD.","2004/05/27","KOSDAQ","주권","벤처기업부","보통주","500","37152376"
